model,window_id,horizon,n,MSE,MAE,QLIKE
HAR,15,18,228,0.0013497882719694715,0.017771708487124258,0.3231914610199741
HAR,15,19,228,0.0014412706602239566,0.018486837519395363,0.35334812783056646
HAR,15,20,228,0.0015443086030643054,0.01935815931287236,0.3846508716160666
HAR,15,21,228,0.0016454682652760023,0.020210291587824766,0.41648067428921126
HAR,15,22,228,0.0017302631991244566,0.02084040478520895,0.449880207206951
LSTM,0,1,252,0.00016729822811495994,0.00647951799677846,0.05066898458925506
LSTM,0,2,252,0.00016340091291654966,0.006458994086922507,0.06147789063926837
LSTM,0,3,252,0.00021985584909880348,0.006613902277917067,0.07372718279263168
LSTM,0,4,252,0.000241055926725228,0.0071308572372582,0.08874610243215462
LSTM,0,5,252,0.00020163544502622922,0.006768240557043857,0.10172359334763778
LSTM,0,6,252,0.00023178757087145886,0.0067593971058073615,0.10887630642199056
LSTM,0,7,252,0.0002057378154203761,0.006736113720835043,0.09612353668221776
LSTM,0,8,252,0.0002987617591657188,0.007603049639985563,0.1376810717566388
LSTM,0,9,252,0.0003456013351403517,0.008438215135853628,0.1698700789498298
LSTM,0,10,252,0.0003873652745685918,0.008842393980715174,0.2502803992226335
LSTM,0,11,252,0.0003408563532707075,0.008125535510583416,0.22636998034517164
LSTM,0,12,252,0.00041431271315797637,0.008959682016562033,0.30044969138329986
LSTM,0,13,252,0.0003835129107455602,0.008751063676000152,0.276681654099159
LSTM,0,14,252,0.0004080267997093401,0.009372385014503265,0.30033813804296483
LSTM,0,15,252,0.0004209769198282916,0.009448715030102433,0.2744570386404767
LSTM,0,16,252,0.0004748551352260676,0.010979673918836386,0.302337199220228
LSTM,0,17,252,0.00044191064348522984,0.010467609011584517,0.3140984195496944
LSTM,0,18,252,0.00048124133491615274,0.011323822411311066,0.329786569845751
LSTM,0,19,252,0.0005247434797354879,0.010416690390605724,0.4289601909084194
LSTM,0,20,252,0.0005615664831898643,0.012377445021952885,0.39107214771345955
LSTM,0,21,252,0.0005751846896624834,0.012548597635913967,0.40588306894392645
LSTM,0,22,252,0.0006428532293030512,0.011964344823341116,0.660343947984241
LSTM,1,1,252,4.295333272506045e-05,0.0037919555438280694,0.012376980945769183
LSTM,1,2,252,4.924957962173187e-05,0.00402177144309741,0.017034147335784115
LSTM,1,3,252,7.700807707774954e-05,0.004861191859373903,0.019820174682749808
LSTM,1,4,252,6.176355833248985e-05,0.004639074269680358,0.020805141629142754
LSTM,1,5,252,6.141093208080399e-05,0.004596575107328487,0.024559052135280264
LSTM,1,6,252,6.182074618645254e-05,0.004653995920291245,0.024677477350728123
LSTM,1,7,252,0.00015762568570691556,0.007124006446304881,0.04942061662781876
LSTM,1,8,252,0.00010730666791230147,0.0058583001816400965,0.053718579992553125
LSTM,1,9,252,0.00019347578697553124,0.008458477231735912,0.07984392504714256
LSTM,1,10,252,0.00012450854820857254,0.006425762645882638,0.06589969232055126
LSTM,1,11,252,0.0001871415209474948,0.007902956973440805,0.08921604937197533
LSTM,1,12,252,0.00022456596329447858,0.008600940236066341,0.0971180983164285
LSTM,1,13,252,0.0002682821724477617,0.009533885123473373,0.13990654479368025
LSTM,1,14,252,0.0002444204483393425,0.009084440653681903,0.12494661826249615
LSTM,1,15,252,0.0002740311424498625,0.009502110985490825,0.13879824340662156
LSTM,1,16,252,0.00039811041462077627,0.011896393667024918,0.2253654425062724
LSTM,1,17,252,0.00034931209025304024,0.00999013084009204,0.20399251976167923
LSTM,1,18,252,0.0004094693698088647,0.011525077838122556,0.2349602670545246
LSTM,1,19,252,0.00036321640683326947,0.010162587489538084,0.21083548013622067
LSTM,1,20,252,0.0004973493443617036,0.01307860863468836,0.27358096472563714
LSTM,1,21,252,0.0004550086427079586,0.01160635748095358,0.27547064809646965
LSTM,1,22,252,0.0005011449048880689,0.012557517216254347,0.28717331007213687
LSTM,2,1,250,5.2220489450096885e-06,0.001963138295845209,0.024531496933957533
LSTM,2,2,250,4.4608856966899165e-06,0.001774000457965848,0.018564517684329908
LSTM,2,3,250,1.4857265483736013e-05,0.003378613072960608,0.05309574554078633
LSTM,2,4,250,7.000650806271708e-06,0.0022257436685270697,0.030203791465091535
LSTM,2,5,250,6.919263819114234e-06,0.002202169766321072,0.027442883454783917
LSTM,2,6,250,5.668045094180755e-06,0.001979010021975542,0.024505842488706055
LSTM,2,7,250,9.156820924726478e-06,0.0025623127368324104,0.037568216455132274
LSTM,2,8,250,4.801964105567287e-06,0.001792960043886925,0.01970991692701379
LSTM,2,9,250,4.372654673913491e-06,0.0017071313796388754,0.018930663854356225
LSTM,2,10,250,8.2309682148915e-06,0.0024265146212492303,0.032095628897811576
LSTM,2,11,250,8.301570701959217e-06,0.002457067297351713,0.03576774552717903
LSTM,2,12,250,3.116811453423009e-05,0.005073884015228303,0.08468990644673718
LSTM,2,13,250,1.0223128110592822e-05,0.0027243820396090955,0.03866789999036564
LSTM,2,14,250,4.657304126674957e-05,0.006017691180944071,0.12022861906839671
LSTM,2,15,250,1.6114968863128328e-05,0.0033647997141711423,0.05945032845991587
LSTM,2,16,250,1.748083079390854e-05,0.003532455812490811,0.06330951512801467
LSTM,2,17,250,1.620264123065266e-05,0.0034022367069986162,0.053136772209840845
LSTM,2,18,250,1.1887369073085553e-05,0.0028830910768068564,0.045941006056304697
LSTM,2,19,250,1.1504035179548245e-05,0.002860146782516946,0.04510624861995311
LSTM,2,20,250,1.376929384649285e-05,0.0030370962257922924,0.054549565672227324
LSTM,2,21,250,9.672659091812153e-06,0.0024167983740945543,0.04113317627538355
LSTM,2,22,250,1.7023166435185244e-05,0.003452917271771669,0.06656091482980708
LSTM,3,1,252,2.886048471894388e-06,0.0013205270719492247,0.024524303634593247
LSTM,3,2,252,4.289371081639056e-06,0.001536194468928511,0.031718078737047246
LSTM,3,3,252,3.1564083129766553e-06,0.0013758403508356946,0.02883071923385069
LSTM,3,4,252,4.3378064503411295e-06,0.0016794521532700177,0.048698832375091636
LSTM,3,5,252,4.816285039928518e-06,0.0016465439908474424,0.04418053205324053
LSTM,3,6,252,6.0935312780241366e-06,0.001990213607045366,0.08426580674180147
LSTM,3,7,252,4.824142160705311e-06,0.0017221202425387017,0.049586405356389626
LSTM,3,8,252,1.127025713821134e-05,0.002322080756703361,0.05588271969119469
LSTM,3,9,252,1.618468467546825e-05,0.0026185846687679618,0.05723638110627419
LSTM,3,10,252,1.037801066023087e-05,0.0024182446103546934,0.1068292794754285
LSTM,3,11,252,1.064414540725961e-05,0.0022562849840992148,0.05185772344564525
LSTM,3,12,252,1.3514199264515061e-05,0.0026724426878273195,0.1252071386546972
LSTM,3,13,252,1.6017812119350165e-05,0.002803169095140558,0.1060607697379901
LSTM,3,14,252,1.3891366288810507e-05,0.0026145278767064693,0.08313719976461363
LSTM,3,15,252,9.243093154794448e-06,0.0022277937717223176,0.07342936888496196
LSTM,3,16,252,1.2789924054216958e-05,0.0024728889066894873,0.06741877137952494
LSTM,3,17,252,1.4944325449296674e-05,0.0026782332671288827,0.08599823650304288
LSTM,3,18,252,2.6505476107011073e-05,0.0034559786603220737,0.09466094263984734
LSTM,3,19,252,1.4098430763355774e-05,0.0026494242621804007,0.07691893052557729
LSTM,3,20,252,2.0763071920444112e-05,0.0031233061367732847,0.08990221225446589
LSTM,3,21,252,1.1545201978622968e-05,0.0025409575135954296,0.08336393447675962
LSTM,3,22,252,1.2928802911784035e-05,0.0027453162502390667,0.09394150212081864
LSTM,4,1,252,5.7155467434807145e-06,0.0018923524673881468,0.04544256867425433
LSTM,4,2,252,2.0216394208027902e-05,0.0038033701267145923,0.11464046974816358
LSTM,4,3,252,1.1379847676519698e-05,0.0021940015740930757,0.04535003782201995
LSTM,4,4,252,8.146170665853204e-06,0.0020738615953477865,0.04424642981379495
LSTM,4,5,252,1.639872220614769e-05,0.0032796471741560955,0.09826358356654995
LSTM,4,6,252,9.921162305887338e-06,0.0025723683420987922,0.06321409651052434
LSTM,4,7,252,1.2388134364422164e-05,0.0025443367736267945,0.06405169830905104
LSTM,4,8,252,1.6330650905427425e-05,0.003163683049039263,0.08787925846947721
LSTM,4,9,252,1.3134361664868863e-05,0.002589531611038676,0.06586949368389743
LSTM,4,10,252,1.6546284275023823e-05,0.003310693718622756,0.09102881402663317
LSTM,4,11,252,2.5449185918982503e-05,0.004398637185443091,0.1394331515994367
LSTM,4,12,252,1.883192262768212e-05,0.002842227292696337,0.12030694401010307
LSTM,4,13,252,2.7938405964849247e-05,0.004278948028888277,0.11986031171208789
LSTM,4,14,252,1.67334501359182e-05,0.0027379659895196916,0.09209335542567972
LSTM,4,15,252,2.571286535129012e-05,0.003634835892302777,0.11786107185591434
LSTM,4,16,252,2.887165611905381e-05,0.0041110200584928884,0.12604321541444652
LSTM,4,17,252,8.390025025133119e-05,0.008016864422622522,0.26360755339499853
LSTM,4,18,252,8.58636231653223e-05,0.007790316147748122,0.2410188309139319
LSTM,4,19,252,3.3359962028050386e-05,0.004699393167620753,0.15658357843949305
LSTM,4,20,252,4.302451096735334e-05,0.005101039578720523,0.15622417751450152
LSTM,4,21,252,4.421502433257736e-05,0.004813181872232106,0.16149652251018684
LSTM,4,22,252,6.522850424717939e-05,0.007053891818776502,0.24126023705302246
LSTM,5,1,252,3.303951432348361e-05,0.004046375229935984,0.05852482839397223
LSTM,5,2,252,2.7694967090168566e-05,0.004277125882507069,0.07319638491692733
LSTM,5,3,252,3.111801281603451e-05,0.003443426592114477,0.047645608266056336
LSTM,5,4,252,3.96826266877548e-05,0.004213887670891393,0.06802847141976746
LSTM,5,5,252,3.0464027712053137e-05,0.0036550472723331853,0.059354468028032285
LSTM,5,6,252,3.4777840688289066e-05,0.003740157791371746,0.07258580721248048
LSTM,5,7,252,5.077920100608792e-05,0.004252635148505931,0.10686930485482514
LSTM,5,8,252,4.036601135063064e-05,0.003930274879357275,0.08639960151653024
LSTM,5,9,252,4.154436105584103e-05,0.004168615572079662,0.0839636695657174
LSTM,5,10,252,4.278399977718025e-05,0.003927709677519957,0.0863426535704412
LSTM,5,11,252,5.03977411711267e-05,0.005110203193684878,0.10603853283871975
LSTM,5,12,252,5.690875657345501e-05,0.004808654077532224,0.10947675320689301
LSTM,5,13,252,8.00393611403249e-05,0.005005825935808743,0.18239097327109954
LSTM,5,14,252,6.526998313884429e-05,0.004443527773801291,0.13973585356579116
LSTM,5,15,252,9.28363810645731e-05,0.006209038237728101,0.14613675067421708
LSTM,5,16,252,8.065624166990828e-05,0.006511997929441437,0.15962135633756033
LSTM,5,17,252,8.436336712619448e-05,0.0062230844028569625,0.1587899838188192
LSTM,5,18,252,0.00013322461372529764,0.007092508628352328,0.16023695184543724
LSTM,5,19,252,0.00010234725713156863,0.007916312803107116,0.18523049473636205
LSTM,5,20,252,0.00011537337038221805,0.006425236988417005,0.23669007916209886
LSTM,5,21,252,0.0001377281315226652,0.006585581818593452,0.31268877288434
LSTM,5,22,252,0.0001270527977067234,0.007588294117060151,0.20917719044636715
LSTM,6,1,252,2.40663126414272e-05,0.0027464152716088494,0.042886572770959856
LSTM,6,2,252,1.6823006601343446e-05,0.002564956478578536,0.05233089392492249
LSTM,6,3,252,2.6444977527711442e-05,0.003114871811697809,0.052751357520831564
LSTM,6,4,252,1.8892766733721572e-05,0.0026025390255261607,0.041842359906933996
LSTM,6,5,252,2.0827569060911487e-05,0.0032641137690827865,0.06497502747313959
LSTM,6,6,252,4.271709492041852e-05,0.0037367688116306725,0.06575685224985298
LSTM,6,7,252,3.4263010282586266e-05,0.0032385718765167337,0.05554699459781703
LSTM,6,8,252,2.565760894613391e-05,0.002999901449390267,0.05483224320854285
LSTM,6,9,252,3.007937870891252e-05,0.00314417246298818,0.05183656877682371
LSTM,6,10,252,3.2621641609409094e-05,0.0031703336142463482,0.06591627866547459
LSTM,6,11,252,3.865768350177388e-05,0.0034279733946090793,0.06917396955755298
LSTM,6,12,252,2.2775407278340252e-05,0.00284336022771842,0.05407030824895064
LSTM,6,13,252,3.6464322952931584e-05,0.0033360845952103177,0.07334163407776918
LSTM,6,14,252,3.818594162930932e-05,0.00324544676433217,0.06928781836924969
LSTM,6,15,252,3.151985633239302e-05,0.003179340011619739,0.06294266084548802
LSTM,6,16,252,3.439318902266853e-05,0.0037893066765363552,0.08661655201494174
LSTM,6,17,252,2.6487807307251396e-05,0.003029915703977769,0.06338790504657907
LSTM,6,18,252,2.9482732377298916e-05,0.0030225299559972292,0.06969517660102832
LSTM,6,19,252,3.5599340706129666e-05,0.004052004548903081,0.09349512039556204
LSTM,6,20,252,5.0016664817019764e-05,0.0037437577061628377,0.10642316444501083
LSTM,6,21,252,3.645876167124406e-05,0.0033813827249622704,0.0874286444308587
LSTM,6,22,252,4.414274427186143e-05,0.003636451679953417,0.09892653961670649
LSTM,7,1,251,1.8337166392867383e-06,0.0011650834411871367,0.051003943633532764
LSTM,7,2,251,1.5964485564939452e-06,0.001065141452438992,0.04684271043870885
LSTM,7,3,251,2.332165095573074e-06,0.0012964241471348857,0.06051852714121302
LSTM,7,4,251,2.1328169259457314e-06,0.0012236741030928419,0.057977798945485735
LSTM,7,5,251,2.8914758760420708e-06,0.0014820506357328138,0.06878498324781344
LSTM,7,6,251,1.6774658841154687e-06,0.001119768584841714,0.04830866277131643
LSTM,7,7,251,3.114560366298548e-06,0.0015593192362533602,0.07179464821755556
LSTM,7,8,251,2.75373121046344e-06,0.0014438413960563066,0.06883975905293489
LSTM,7,9,251,6.1786956963523355e-06,0.0022484224318775,0.11613761956752863
LSTM,7,10,251,6.740649440124018e-06,0.002365427569645521,0.12386527744191876
LSTM,7,11,251,3.446093100738395e-06,0.0015977311358009543,0.0779838584348984
LSTM,7,12,251,6.870203217680146e-06,0.002362375667128946,0.1222122695347741
LSTM,7,13,251,2.931190239607918e-06,0.0014605222662593335,0.07204718537007514
LSTM,7,14,251,7.762763740822651e-06,0.002541878783310734,0.1348478044779915
LSTM,7,15,251,1.2654721054622976e-05,0.0033278594283364265,0.1784996417778408
LSTM,7,16,251,6.854072923988987e-06,0.0023372255080883193,0.12482839750606717
LSTM,7,17,251,4.324039142017719e-06,0.001818886853914198,0.09362379830415178
LSTM,7,18,251,1.0020623867233414e-05,0.002947065285237334,0.15754783573403952
LSTM,7,19,251,1.194969940920043e-05,0.0032300127016639912,0.17708772264658101
LSTM,7,20,251,5.777378194524037e-06,0.0021123975336354447,0.11464069328491076
LSTM,7,21,251,1.2110959042095473e-05,0.0032451633416308275,0.17946539457325045
LSTM,7,22,251,1.1642550969951827e-05,0.003103302684119896,0.17454920702119267
LSTM,8,1,251,9.628030989711394e-05,0.006658727722356389,0.07197822634190007
LSTM,8,2,251,0.00015578389261032048,0.008446742065592792,0.12403319711479291
LSTM,8,3,251,0.00012051931225892885,0.00719903579570727,0.0923730818961102
LSTM,8,4,251,0.000207884446206121,0.009557938475439794,0.1781166107847577
LSTM,8,5,251,0.00022076808671984906,0.009791986335825587,0.1910850884688347
LSTM,8,6,251,0.0001687895053502361,0.008674387187248288,0.1720648244913847
LSTM,8,7,251,0.00023153032416915967,0.010433614374190573,0.22340360931852177
LSTM,8,8,251,0.00021634034035179734,0.009721273677459234,0.2239744085358211
LSTM,8,9,251,0.00027409819028140133,0.011031948822208535,0.2888695646293392
LSTM,8,10,251,0.0002557105153971316,0.010654518925472851,0.32070582443189
LSTM,8,11,251,0.00030043388569744373,0.011781729802089054,0.34783557650666186
LSTM,8,12,251,0.00030511165459623925,0.011725605153838954,0.38896577222946804
LSTM,8,13,251,0.0003189399917409175,0.012339295260267356,0.35459133377497826
LSTM,8,14,251,0.00034671471079757344,0.013107672624312379,0.36694600322331017
LSTM,8,15,251,0.00033409938742664385,0.012547763158339132,0.4138822163254378
LSTM,8,16,251,0.0004432173397489864,0.01484410234617214,0.6024522087435648
LSTM,8,17,251,0.0003908332873127319,0.01365114656052485,0.5490891771352768
LSTM,8,18,251,0.0004244361611014463,0.0144448678643585,0.5723138775699781
LSTM,8,19,251,0.0004422631278624236,0.014842563529974056,0.5751500073882007
LSTM,8,20,251,0.0005204232916587981,0.016173044862529143,0.8013509422740812
LSTM,8,21,251,0.0005275146076407088,0.01634396085100831,0.7801217894639408
LSTM,8,22,251,0.0005754522242600364,0.01726373157286544,0.9499844889017015
LSTM,9,1,252,1.6463371012485923e-05,0.0031522421736690175,0.03520809860738894
LSTM,9,2,252,3.7740413003077824e-05,0.0036975096950757295,0.043015349109102444
LSTM,9,3,252,2.4442401495951825e-05,0.0033942771149797044,0.03945539474010321
LSTM,9,4,252,4.975355954005999e-05,0.004378585994939602,0.06382254654341664
LSTM,9,5,252,3.5079840943672785e-05,0.0037177480422495852,0.05452083203808264
LSTM,9,6,252,2.880392034871647e-05,0.0039999372485077745,0.06463951238597168
LSTM,9,7,252,3.522477531025349e-05,0.003919818092867484,0.06896900951642249
LSTM,9,8,252,3.633710036666645e-05,0.004035914395531162,0.07768773191013963
LSTM,9,9,252,3.371511357529676e-05,0.004252278193048303,0.08631846245874131
LSTM,9,10,252,2.3171231515100753e-05,0.003491088926528755,0.07209949774399206
LSTM,9,11,252,2.9342910049126417e-05,0.004447393289512715,0.09118537485203654
LSTM,9,12,252,2.8355408243872046e-05,0.004159414314140197,0.0885043591773033
LSTM,9,13,252,2.9274060529497553e-05,0.004346160146618832,0.0964746443610541
LSTM,9,14,252,3.056243138944451e-05,0.004685444962168736,0.10892792779549253
LSTM,9,15,252,3.421979350174953e-05,0.005031938457386298,0.12118383558130048
LSTM,9,16,252,3.624160648208322e-05,0.004508726013909223,0.12325294550088225
LSTM,9,17,252,3.412215599863322e-05,0.004176059703120158,0.12186820602375946
LSTM,9,18,252,3.417218440729676e-05,0.004703231388436184,0.12011934739986624
LSTM,9,19,252,3.6857063594920125e-05,0.005121514590509382,0.12283711718899688
LSTM,9,20,252,3.4891152670243914e-05,0.004912195451741625,0.12464111612917121
LSTM,9,21,252,4.10376264847464e-05,0.004796580693660733,0.13360255696765974
LSTM,9,22,252,4.0775763839580564e-05,0.005313358747949994,0.13468506904524666
LSTM,10,1,253,0.01695909368194352,0.057304456475754356,2.1873585204058155
LSTM,10,2,253,0.015780474203487684,0.05429264455019722,1.2321705429911427
LSTM,10,3,253,0.016103586088459482,0.05509458270214533,1.4334161479902237
LSTM,10,4,253,0.015667500055732374,0.057243047080943625,1.2437270025866907
LSTM,10,5,253,0.016401840781403967,0.05354899975133309,1.6782893942223331
LSTM,10,6,253,0.016146715257568275,0.05935142360380578,1.7227234110928527
LSTM,10,7,253,0.016421526462596096,0.05944071126746353,1.9279506458295663
LSTM,10,8,253,0.01642430584707192,0.05930351236514593,1.7578347240904817
LSTM,10,9,253,0.016235176024800273,0.0595653247026714,2.080934876485286
LSTM,10,10,253,0.0169207083396,0.060876973792234244,2.2203746261678545
LSTM,10,11,253,0.016394182805601103,0.05572653928467184,1.7932038337896699
LSTM,10,12,253,0.01706466846487199,0.06437194924531334,2.74034874156566
LSTM,10,13,253,0.016988586011218533,0.06298181784451473,2.7472007577101514
LSTM,10,14,253,0.016365473492983524,0.061711243727005115,2.4332962534171014
LSTM,10,15,253,0.01644327496100058,0.0592745058874926,2.157191235565448
LSTM,10,16,253,0.01711390263302565,0.06331437347641496,3.174120728791843
LSTM,10,17,253,0.017705084709492832,0.06526920803760919,4.278188287783573
LSTM,10,18,253,0.01680443230261964,0.0615929077138853,2.533317722226868
LSTM,10,19,253,0.017079684915732272,0.05933905485139019,2.843659467557271
LSTM,10,20,253,0.017675414124509913,0.06438778345947181,4.783490289235317
LSTM,10,21,253,0.017421224214980022,0.06278440056480865,3.7873465744992454
LSTM,10,22,253,0.017178836251243494,0.05962323986339785,3.399557456179412
LSTM,11,1,252,1.6892052175773434e-05,0.0034749781323798875,0.04862388999379062
LSTM,11,2,252,2.3974783962298068e-05,0.00411330880956917,0.0666917381702546
LSTM,11,3,252,4.524265200527043e-05,0.005958747808696874,0.10547194684540168
LSTM,11,4,252,3.614456062057776e-05,0.005272669898669865,0.09822931978889002
LSTM,11,5,252,2.5552932322297058e-05,0.004157661182587003,0.0749991156053214
LSTM,11,6,252,3.350771079806918e-05,0.004995667195513058,0.0893862716643754
LSTM,11,7,252,0.0001182070144756539,0.009506897497897685,0.1971940172443745
LSTM,11,8,252,4.418339108434636e-05,0.005757008564723819,0.1030738354619862
LSTM,11,9,252,4.680236950877951e-05,0.005742524638486205,0.10336142658727489
LSTM,11,10,252,3.534518496264851e-05,0.005188486739961042,0.0973701084463755
LSTM,11,11,252,4.5296744627508126e-05,0.006053964004125576,0.12359874495325732
LSTM,11,12,252,5.593687635323159e-05,0.006688313803528673,0.14181134754091168
LSTM,11,13,252,0.00012341266870704912,0.009757876940691235,0.2223572439521927
LSTM,11,14,252,0.00010047891444768235,0.008840346851484285,0.1962828115566969
LSTM,11,15,252,0.00019184588596236725,0.012558769459261862,0.27595672591404874
LSTM,11,16,252,0.00012213287963631922,0.00899744707380854,0.19454937076786555
LSTM,11,17,252,0.00011101743564467388,0.008803157352289467,0.20688669822631942
LSTM,11,18,252,0.00019948540503334574,0.012148385830525849,0.26600337088044396
LSTM,11,19,252,0.00010064909613404882,0.008099068689011238,0.18536945307109856
LSTM,11,20,252,0.00016322473243113146,0.010655639259314162,0.2549140318184206
LSTM,11,21,252,0.00017260820065981254,0.010810130031428167,0.24702177653381918
LSTM,11,22,252,0.00014849810912263007,0.009853105290007064,0.23394493465410926
LSTM,12,1,251,0.0002295022999479753,0.012417529252832137,0.07774120184605503
LSTM,12,2,251,0.00021050257962435627,0.012015309749783305,0.07522433820116817
LSTM,12,3,251,0.00016685731904816947,0.01053273475709188,0.058964731064595446
LSTM,12,4,251,0.00014654365185739487,0.00959785624204379,0.05751851060957331
LSTM,12,5,251,0.00030400313817619077,0.014802955185694652,0.12973582153620922
LSTM,12,6,251,0.00019296059850575832,0.01137451036479592,0.09118727060362965
LSTM,12,7,251,0.00015216391686895232,0.009881511339402578,0.06002687472942756
LSTM,12,8,251,0.00016922704588070536,0.0101213676348735,0.06964878244643488
LSTM,12,9,251,0.00020023608123172524,0.011807591965028718,0.09893724795505704
LSTM,12,10,251,0.0002837692330032692,0.013863533672773749,0.14892202766992196
LSTM,12,11,251,0.0003323989356068954,0.015263226571688052,0.16356709304214068
LSTM,12,12,251,0.0003682709797910611,0.015985509869430276,0.18265797296905847
LSTM,12,13,251,0.00027296084862506474,0.013578700548170551,0.1438034418872492
LSTM,12,14,251,0.0003708054982662668,0.015854934537103224,0.24059687463664867
LSTM,12,15,251,0.00040513972102296583,0.0166461152325056,0.2656532478082802
LSTM,12,16,251,0.00044728511367688443,0.017837950526259767,0.30114561031993786
LSTM,12,17,251,0.0004391368418248293,0.017772945938261998,0.2872814180017479
LSTM,12,18,251,0.0005392679720535624,0.019182212679642943,0.3416371173100034
LSTM,12,19,251,0.0006313972451727631,0.021181741113309664,0.45856635577984634
LSTM,12,20,251,0.0007027457560771268,0.022500387082115512,0.5348149673911268
LSTM,12,21,251,0.000623906720229188,0.02098667406853069,0.4398334453502976
LSTM,12,22,251,0.0006548809451028991,0.020963042754576656,0.551905423206112
LSTM,13,1,250,2.1216500937238323e-05,0.004158785175197974,0.05712995637186024
LSTM,13,2,250,2.4463395351941234e-05,0.004075900116360609,0.04984838898340578
LSTM,13,3,250,3.772530216980455e-05,0.005364972587721672,0.09110131397969204
LSTM,13,4,250,1.351768015820129e-05,0.003124435358296144,0.032566087393435944
LSTM,13,5,250,4.834167193337782e-05,0.006275878317867454,0.10317502485533327
LSTM,13,6,250,3.125596087509194e-05,0.005084422499924714,0.07449611292688908
LSTM,13,7,250,2.790755351611338e-05,0.004332378876334429,0.061073247177718754
LSTM,13,8,250,7.213147509933869e-05,0.007850386522255198,0.13740063100570368
LSTM,13,9,250,5.219116207907518e-05,0.00627774822199614,0.09123152893924327
LSTM,13,10,250,4.1179083990938404e-05,0.005811850745031674,0.09348866190442204
LSTM,13,11,250,4.128582315593586e-05,0.005594946532178918,0.09661414661296241
LSTM,13,12,250,0.00013632311727989542,0.010796390614058059,0.1907280182458992
LSTM,13,13,250,9.185583139764219e-05,0.008645070199196369,0.1550681239592384
LSTM,13,14,250,8.691498934309188e-05,0.00839178911403029,0.16164879772532734
LSTM,13,15,250,0.00012620992473598967,0.010176416437055377,0.18200519953663574
LSTM,13,16,250,3.541868867327395e-05,0.005016910990276583,0.082961616578913
LSTM,13,17,250,5.9836779989704784e-05,0.006857518614708033,0.1261180116082355
LSTM,13,18,250,0.00011283889201636006,0.009531208265979495,0.1843336173473829
LSTM,13,19,250,9.921379362063348e-05,0.008995902336819652,0.1787197291552524
LSTM,13,20,250,7.316902625293116e-05,0.007746624139780422,0.14329883650598177
LSTM,13,21,250,8.692756090389084e-05,0.008304459194980428,0.16186640773080274
LSTM,13,22,250,0.00010982166389020064,0.009233013027603773,0.18614830756604228
LSTM,14,1,252,1.757324753884216e-05,0.002899672946863557,0.02842207653776359
LSTM,14,2,252,2.576367302975786e-05,0.003198323764540959,0.02747989009748757
LSTM,14,3,252,3.1864284688025715e-05,0.003610264062153516,0.04128411515626045
LSTM,14,4,252,3.146799806372797e-05,0.004090167118058338,0.04586652082797518
LSTM,14,5,252,4.3475253628417245e-05,0.004116500246076823,0.0704548589614558
LSTM,14,6,252,3.804453159199555e-05,0.004651806166589373,0.054363406270813215
LSTM,14,7,252,4.133625721300938e-05,0.00379274923710335,0.0452034334084136
LSTM,14,8,252,4.651367655698366e-05,0.0047982089660859135,0.056828153057885314
LSTM,14,9,252,4.634444012457438e-05,0.0035953519502772524,0.052386507895644537
LSTM,14,10,252,4.4071622243862026e-05,0.004163137415807454,0.05412048951851358
LSTM,14,11,252,5.668652030891926e-05,0.0058948851422729745,0.08391718993337687
LSTM,14,12,252,4.299069770002295e-05,0.004203575920486407,0.054754887974227916
LSTM,14,13,252,5.039191340557461e-05,0.0049749446895795595,0.0673385276903741
LSTM,14,14,252,5.281922442704421e-05,0.005082487647920128,0.07278597615539001
LSTM,14,15,252,6.334531533498149e-05,0.005992978468197604,0.08764053590082914
LSTM,14,16,252,7.722985467564805e-05,0.007272021914842737,0.11629301417633468
LSTM,14,17,252,8.074577491287698e-05,0.006171524141434607,0.09866946766766106
LSTM,14,18,252,0.0001226321666735461,0.009133459429816535,0.14969792103449542
LSTM,14,19,252,6.374639939766355e-05,0.005753384373902637,0.08504860086379894
LSTM,14,20,252,8.738472917893466e-05,0.007014374705927029,0.10796565165835936
LSTM,14,21,252,8.498306302853547e-05,0.006359085926122205,0.103464991702619
LSTM,14,22,252,9.963216523249848e-05,0.008101611042352058,0.13273287942803266
LSTM,15,1,228,0.0006093342382241347,0.011692954193788914,0.09362337067950864
LSTM,15,2,228,0.0006945606967759759,0.012711491192656271,0.09832642172675292
LSTM,15,3,228,0.0005821429783388326,0.011578141543799526,0.1043034593852597
LSTM,15,4,228,0.0005775316797741431,0.010566793499041285,0.07744973862043295
LSTM,15,5,228,0.0006932941027420458,0.012174654120092686,0.11055206218742104
LSTM,15,6,228,0.0008913837865181173,0.013950178144120232,0.15606609265958463
LSTM,15,7,228,0.0009612352137993293,0.014856004008474638,0.1991730164347964
LSTM,15,8,228,0.0006967968011782649,0.011841960028610885,0.16207183469157171
LSTM,15,9,228,0.0007039729110079323,0.011573642631078745,0.16022538591272018
LSTM,15,10,228,0.0009356416580497675,0.013935826740854015,0.22634550235609865
LSTM,15,11,228,0.0011294683842165928,0.015086922822627689,0.2608164486487969
LSTM,15,12,228,0.0010684660663504192,0.014795479821434107,0.27783342553887513
LSTM,15,13,228,0.001142969583075229,0.015227984014733804,0.3253757133036577
LSTM,15,14,228,0.001172883311409265,0.015297933697936378,0.3064207334092356
LSTM,15,15,228,0.0010069493115817036,0.013972744155209932,0.26573752749748286
