model,window_id,horizon,n,MSE,MAE,QLIKE
VIX,15,11,228,0.0008811779533813601,0.021028262208181034,0.2875515030524131
VIX,15,12,228,0.0009155357753617751,0.021120112268154696,0.2950931606783255
VIX,15,13,228,0.0009705907790853014,0.021561128805654535,0.30367721148547205
VIX,15,14,228,0.001025181279724616,0.02220113433624304,0.3114573417912473
VIX,15,15,228,0.0010804215130730025,0.022599551661888453,0.319496345582728
VIX,15,16,228,0.0011419577798813714,0.02318140130898355,0.3278211082826199
VIX,15,17,228,0.001201164954268012,0.023594314043548826,0.3364026622689785
VIX,15,18,228,0.0012784498778550236,0.024352076131574016,0.3460647932389644
VIX,15,19,228,0.0013805722014105192,0.025262573306123366,0.35607381765256685
VIX,15,20,228,0.0014794342696936764,0.025889652936579573,0.3662984626135287
VIX,15,21,228,0.0016277739879743663,0.027044789266563167,0.37831524188165583
VIX,15,22,228,0.001785537292329592,0.028030417707739518,0.3909488440876484
VIX_calibrated,0,1,252,0.00020270711589516325,0.009563803146946912,0.09413703424852407
VIX_calibrated,0,2,252,0.000208502972305773,0.009629795890067495,0.09560920942612809
VIX_calibrated,0,3,252,0.0002091945101045307,0.009658144350440588,0.09896361529607461
VIX_calibrated,0,4,252,0.00021273875292131443,0.009650135006588973,0.1011134186928391
VIX_calibrated,0,5,252,0.00022826734803362835,0.009807126273105963,0.10865620057196562
VIX_calibrated,0,6,252,0.00023892870478801692,0.00986981959814229,0.11363825981617812
VIX_calibrated,0,7,252,0.0002468930587963438,0.010034246689975964,0.1173429445063048
VIX_calibrated,0,8,252,0.00026881281481788623,0.010359295489311481,0.1293074479912532
VIX_calibrated,0,9,252,0.00029208458376573304,0.010704091591202808,0.14391241012991324
VIX_calibrated,0,10,252,0.00032121836710123094,0.011188203189986153,0.1607320101041029
VIX_calibrated,0,11,252,0.00035702186179834965,0.011736987679069557,0.17949163866330936
VIX_calibrated,0,12,252,0.0004032218667874231,0.01252044812499132,0.20097488107564515
VIX_calibrated,0,13,252,0.00043120271038316104,0.012922580185048846,0.21810577925718228
VIX_calibrated,0,14,252,0.0004559773124887648,0.013245036174396858,0.23313553719860605
VIX_calibrated,0,15,252,0.0004793684334362744,0.01359302474072747,0.25236891674801354
VIX_calibrated,0,16,252,0.0005032800877868347,0.013980299268836144,0.27340208225288015
VIX_calibrated,0,17,252,0.0005203773988038469,0.014329250886515965,0.2912744631736982
VIX_calibrated,0,18,252,0.0005393471112087876,0.014669402833725224,0.31068866115116667
VIX_calibrated,0,19,252,0.0005610392457306866,0.015020612439994311,0.32952161506808225
VIX_calibrated,0,20,252,0.0005812408342928385,0.015364069325031725,0.34646397012954183
VIX_calibrated,0,21,252,0.0006178988084970184,0.015864152511865088,0.36543424954275266
VIX_calibrated,0,22,252,0.0006436595762109242,0.016131773779211735,0.3832349434551174
VIX_calibrated,1,1,252,0.0003938560240744612,0.012559945198314854,0.08786262104310215
VIX_calibrated,1,2,252,0.00039185007731090075,0.01245548483552,0.08423786465844231
VIX_calibrated,1,3,252,0.0003813695420368934,0.012427289060160135,0.08077446435024915
VIX_calibrated,1,4,252,0.0003772897102376878,0.012362210159029146,0.07917752845232374
VIX_calibrated,1,5,252,0.0003732424709038814,0.01220809296668751,0.07792386301190202
VIX_calibrated,1,6,252,0.0003680724009896591,0.012133731774955294,0.07794354362347237
VIX_calibrated,1,7,252,0.0003649332045697053,0.012172226265215559,0.07846726559036836
VIX_calibrated,1,8,252,0.00036144707302336333,0.01234603666199951,0.08068374579448895
VIX_calibrated,1,9,252,0.0003689407188534909,0.012733369622681607,0.08449186467433298
VIX_calibrated,1,10,252,0.0003798653265423113,0.013018501660295506,0.09062315334247271
VIX_calibrated,1,11,252,0.0003889677902444255,0.01339427866069479,0.09769431995291343
VIX_calibrated,1,12,252,0.0004040820543105782,0.013790383346122972,0.10547548814144078
VIX_calibrated,1,13,252,0.0004248091269607234,0.014198393293774411,0.11390006728868131
VIX_calibrated,1,14,252,0.00043557457456796855,0.01451743658563287,0.1214066674816535
VIX_calibrated,1,15,252,0.00045349264156038815,0.014802393293973783,0.1296287664410528
VIX_calibrated,1,16,252,0.0004650943960740629,0.01504503708947437,0.1375918922092761
VIX_calibrated,1,17,252,0.00047843121314993707,0.015385151878236773,0.1473170946580921
VIX_calibrated,1,18,252,0.0004898485981556468,0.015598408277488766,0.15708741935554166
VIX_calibrated,1,19,252,0.0005138579490180465,0.0160983742981257,0.1695182027350476
VIX_calibrated,1,20,252,0.0005354590730196934,0.01649732107046472,0.1823168852101695
VIX_calibrated,1,21,252,0.00056303379590112,0.01696506594177231,0.19606773094743232
VIX_calibrated,1,22,252,0.0005853736194875687,0.01744815719319288,0.2099342989860373
VIX_calibrated,2,1,250,3.268834889465198e-05,0.004314379900314824,0.09452159131437714
VIX_calibrated,2,2,250,3.1797930726078334e-05,0.004238773089320686,0.09415045605958812
VIX_calibrated,2,3,250,3.1095834947391424e-05,0.004191630792184523,0.0911803521834566
VIX_calibrated,2,4,250,3.080600095567775e-05,0.004203115774065191,0.09023164379747801
VIX_calibrated,2,5,250,3.081601175384319e-05,0.00420427050267679,0.08914239405282094
VIX_calibrated,2,6,250,3.0735367136037774e-05,0.004199925050911974,0.08577829063281615
VIX_calibrated,2,7,250,3.0449241401916122e-05,0.0041513885003558095,0.07880476959631914
VIX_calibrated,2,8,250,3.035003966682684e-05,0.004124221453193928,0.07381683026202063
VIX_calibrated,2,9,250,3.0501553867781678e-05,0.0041233695390322424,0.07118525666259952
VIX_calibrated,2,10,250,3.07969657282869e-05,0.004117882291310199,0.06894230472482793
VIX_calibrated,2,11,250,3.143628956334973e-05,0.004140168387155837,0.06721345674858295
VIX_calibrated,2,12,250,3.2250251848622324e-05,0.00416048819244655,0.06706057666930251
VIX_calibrated,2,13,250,3.324075946552748e-05,0.004197141163167871,0.06788504506705395
VIX_calibrated,2,14,250,3.450460660569942e-05,0.0042864958399072076,0.06929861018317304
VIX_calibrated,2,15,250,3.620448775830265e-05,0.00442519376437966,0.07204283427296886
VIX_calibrated,2,16,250,3.780405947575315e-05,0.0045533147589830155,0.07525274372873289
VIX_calibrated,2,17,250,3.999547258554522e-05,0.004739276321248777,0.0801617822516463
VIX_calibrated,2,18,250,4.2573885133788544e-05,0.004949380518722638,0.08623283762445828
VIX_calibrated,2,19,250,4.5235708739821425e-05,0.005209747519384211,0.09254550606760659
VIX_calibrated,2,20,250,4.8850301208272444e-05,0.005503081048135478,0.10078854195863124
VIX_calibrated,2,21,250,5.335601895359441e-05,0.0058589917330588185,0.11042235984788334
VIX_calibrated,2,22,250,5.909874262878509e-05,0.006262774527868533,0.1224797583465336
VIX_calibrated,3,1,252,2.226291598546944e-05,0.004142484208224712,1286637.2055702617
VIX_calibrated,3,2,252,2.209526899532823e-05,0.004138664068695042,1519750.1769955636
VIX_calibrated,3,3,252,2.1795784088597747e-05,0.004103606065082758,1556374.2823698812
VIX_calibrated,3,4,252,2.160832383567762e-05,0.004085136541524614,1592510.5372761574
VIX_calibrated,3,5,252,2.1063888406462716e-05,0.004015402450399263,1596484.6191653686
VIX_calibrated,3,6,252,2.0201172398255138e-05,0.003913863873378232,1072747.650871856
VIX_calibrated,3,7,252,1.8981648781948432e-05,0.0037655847690103,1082033.1052638104
VIX_calibrated,3,8,252,1.797433665694429e-05,0.0036148083018669322,654627.1524361522
VIX_calibrated,3,9,252,1.72415586855458e-05,0.0034768302521855287,575017.5100730998
VIX_calibrated,3,10,252,1.6386476265981285e-05,0.003316346336236254,0.7323738847418125
VIX_calibrated,3,11,252,1.5241609172215474e-05,0.003080628176138739,0.3678498646412403
VIX_calibrated,3,12,252,1.4279441437304667e-05,0.002882331411828667,0.24990379790335096
VIX_calibrated,3,13,252,1.3782346104120093e-05,0.002783276500971864,0.1922264987131426
VIX_calibrated,3,14,252,1.349692436877614e-05,0.002699315673285123,0.15252927508830996
VIX_calibrated,3,15,252,1.3357072104495918e-05,0.0026749759321212136,0.1235968105185701
VIX_calibrated,3,16,252,1.3550277639633828e-05,0.0026807387490912107,0.10491105827913955
VIX_calibrated,3,17,252,1.3885622303982632e-05,0.002750433453362044,0.09270485014596844
VIX_calibrated,3,18,252,1.4768736370390288e-05,0.0029045911789602856,0.08851398490824564
VIX_calibrated,3,19,252,1.6084884556110078e-05,0.0030978586503744485,0.0899283142954381
VIX_calibrated,3,20,252,1.769253382163012e-05,0.0032689252530561257,0.09446958354740016
VIX_calibrated,3,21,252,1.999079351403311e-05,0.003489252922545635,0.1025099182560315
VIX_calibrated,3,22,252,2.3247125338931213e-05,0.0037872468695156498,0.1142805203416741
VIX_calibrated,4,1,252,4.4596054791154874e-05,0.005267531389027794,5947203.665934522
VIX_calibrated,4,2,252,4.113873758230183e-05,0.00511924242092565,6234132.415314415
VIX_calibrated,4,3,252,3.809248250238561e-05,0.004949113217223403,6185031.837311046
VIX_calibrated,4,4,252,3.603001226240203e-05,0.0048617710855910126,6163492.258886503
VIX_calibrated,4,5,252,3.455869042715703e-05,0.004791068288575613,5957486.243336044
VIX_calibrated,4,6,252,3.292545563497719e-05,0.004690700773579514,4812232.3476864025
VIX_calibrated,4,7,252,3.134151468746453e-05,0.004559966611386854,3454086.653302355
VIX_calibrated,4,8,252,2.9899109435160467e-05,0.004416561469054183,2182007.635740888
VIX_calibrated,4,9,252,2.88267932246403e-05,0.004305738038028802,1521808.4357602594
VIX_calibrated,4,10,252,2.74682453545795e-05,0.004145421855988685,1279823.2379908345
VIX_calibrated,4,11,252,2.581336961885933e-05,0.00393803125349874,547645.0032254588
VIX_calibrated,4,12,252,2.4368095474801985e-05,0.0037056039767826214,175586.29444299743
VIX_calibrated,4,13,252,2.324358587553967e-05,0.0035438045531641853,0.3001886948353236
VIX_calibrated,4,14,252,2.2370309027553832e-05,0.003367365259514166,0.19482771630218423
VIX_calibrated,4,15,252,2.194403756876245e-05,0.003229128232181999,0.14485134329433785
VIX_calibrated,4,16,252,2.1927407146357914e-05,0.003168357204280167,0.11876701993201665
VIX_calibrated,4,17,252,2.2589326260458974e-05,0.003216970844452869,0.10579729753339813
VIX_calibrated,4,18,252,2.356628731106631e-05,0.0033233004051613064,0.10376412677031498
VIX_calibrated,4,19,252,2.5725345485084787e-05,0.003540507550831025,0.10977657933602745
VIX_calibrated,4,20,252,2.8800196136165633e-05,0.003829367509375077,0.11966768316999445
VIX_calibrated,4,21,252,3.307295376026924e-05,0.004184428376939398,0.13252180230229263
VIX_calibrated,4,22,252,3.828994399305772e-05,0.004614689503660662,0.14820733880948128
VIX_calibrated,5,1,252,8.723446069416157e-05,0.006414293502828266,369556.73254122597
VIX_calibrated,5,2,252,8.082776990353523e-05,0.006223442531931422,2585877.7077680393
VIX_calibrated,5,3,252,7.8227603690037e-05,0.006094212443406293,2574117.557540723
VIX_calibrated,5,4,252,7.748869838042398e-05,0.006033122176361041,2511630.008069301
VIX_calibrated,5,5,252,7.701838365884828e-05,0.0059319494567167995,1223521.3414624583
VIX_calibrated,5,6,252,7.507910325615898e-05,0.005768578031012981,376416.1407397944
VIX_calibrated,5,7,252,7.393668384267958e-05,0.0055946722385367955,1.4112068509506244
VIX_calibrated,5,8,252,7.446952170115093e-05,0.0054714512428737675,0.8948810563444901
VIX_calibrated,5,9,252,7.630923554291119e-05,0.00541645710466549,0.7216222577740472
VIX_calibrated,5,10,252,7.80015874947739e-05,0.005348185422505776,0.5995904894525026
VIX_calibrated,5,11,252,7.926312331021401e-05,0.005252728141877536,0.4922044994079216
VIX_calibrated,5,12,252,8.329815278908308e-05,0.0052815781514532634,0.4144365608239506
VIX_calibrated,5,13,252,8.947340808014143e-05,0.005424146846465175,0.3700350019884415
VIX_calibrated,5,14,252,9.678265562275767e-05,0.005530072117183239,0.34005989554641736
VIX_calibrated,5,15,252,0.00010293100724338625,0.005659823056509683,0.3144172085597618
VIX_calibrated,5,16,252,0.0001095345609299354,0.00587745250207979,0.30036662155475724
VIX_calibrated,5,17,252,0.00011635346854498054,0.006155868243037257,0.2876675415100311
VIX_calibrated,5,18,252,0.00012261665030014414,0.006439560128118294,0.2783674903642565
VIX_calibrated,5,19,252,0.00012936561499331232,0.006772785738213798,0.2734908183958189
VIX_calibrated,5,20,252,0.0001368060724018372,0.0071884796662254275,0.2678889361494651
VIX_calibrated,5,21,252,0.00014690636152651457,0.007672708543154034,0.26472013966592606
VIX_calibrated,5,22,252,0.0001606210111337382,0.008245943663219563,0.26580824559410005
VIX_calibrated,6,1,252,6.96215707306048e-05,0.006636444179997222,6176790.473078917
VIX_calibrated,6,2,252,6.64466416733352e-05,0.0064128300882740465,6423617.717201105
VIX_calibrated,6,3,252,6.38767808235307e-05,0.00622470162667567,6272499.130039433
VIX_calibrated,6,4,252,6.168316743737275e-05,0.006038307449074286,6386867.709802611
VIX_calibrated,6,5,252,6.0232172195728076e-05,0.005899098406837108,6122856.635894858
VIX_calibrated,6,6,252,5.8946922686088484e-05,0.005716231776845254,5218353.619684729
VIX_calibrated,6,7,252,5.581033527435653e-05,0.00544627607764544,4627098.347941155
VIX_calibrated,6,8,252,5.292559631928621e-05,0.005224244541700733,2958116.9104539594
VIX_calibrated,6,9,252,5.041537877956115e-05,0.005054860395431902,2223807.6948323096
VIX_calibrated,6,10,252,4.784518904656499e-05,0.004810160313245737,1422975.8849283557
VIX_calibrated,6,11,252,4.5304348804477914e-05,0.0045631035441221,179935.31122599394
VIX_calibrated,6,12,252,4.183988931997326e-05,0.004289721062154867,0.3959266654605168
VIX_calibrated,6,13,252,3.9327381441513485e-05,0.004081367178777423,0.2280698500766458
VIX_calibrated,6,14,252,3.728910427345479e-05,0.0039042363151628643,0.14797410918024925
VIX_calibrated,6,15,252,3.635422897987261e-05,0.003770435904649514,0.10315544756451515
VIX_calibrated,6,16,252,3.6596454300121976e-05,0.003740005776500576,0.08080257630366819
VIX_calibrated,6,17,252,3.740351777818226e-05,0.003812686288173262,0.07014753116944444
VIX_calibrated,6,18,252,3.944993404701534e-05,0.003957339317066757,0.0705889228451574
VIX_calibrated,6,19,252,4.281762039743039e-05,0.004196762913783707,0.07852144498948849
VIX_calibrated,6,20,252,4.633192430624589e-05,0.004507365598824974,0.09071908990712346
VIX_calibrated,6,21,252,5.105806302176505e-05,0.004869143852852743,0.10689341644450559
VIX_calibrated,6,22,252,5.688919896745531e-05,0.00532260056343521,0.1276765940594757
VIX_calibrated,7,1,251,1.8726346438468062e-05,0.0041400889012756115,38111170.111963645
VIX_calibrated,7,2,251,1.876727509956089e-05,0.0041449636378640764,38433134.11647446
VIX_calibrated,7,3,251,1.8706191076607207e-05,0.004138883551179959,38331763.92938231
VIX_calibrated,7,4,251,1.866069213753321e-05,0.0041280616704679534,38254864.91706948
VIX_calibrated,7,5,251,1.8614216520922355e-05,0.004121384157732177,38265746.6457037
VIX_calibrated,7,6,251,1.8481770077187495e-05,0.004096419507360294,37210375.43773202
VIX_calibrated,7,7,251,1.8285933774610547e-05,0.0040692186262159,35808816.562454134
VIX_calibrated,7,8,251,1.79497703271732e-05,0.004025487038361277,35030322.26113897
VIX_calibrated,7,9,251,1.7682904045474482e-05,0.003991171748852875,33919726.27919917
VIX_calibrated,7,10,251,1.73619651833979e-05,0.003948522270160856,32263676.934297584
VIX_calibrated,7,11,251,1.6774295929193618e-05,0.003880848641315521,28140373.766360104
VIX_calibrated,7,12,251,1.5760640993965932e-05,0.0037529732648408295,22387238.37387232
VIX_calibrated,7,13,251,1.4543098214029048e-05,0.0035986234806844905,18673503.854608897
VIX_calibrated,7,14,251,1.3019095380190193e-05,0.003396264881790583,14426467.109836863
VIX_calibrated,7,15,251,1.1031242287379936e-05,0.003089925753161976,8023611.096517454
VIX_calibrated,7,16,251,8.676484676256777e-06,0.0026773431024712017,1535792.204793037
VIX_calibrated,7,17,251,6.237056986487906e-06,0.0021653696608485333,0.6796212115124775
VIX_calibrated,7,18,251,4.5300649917388836e-06,0.0017143389978758843,0.21708023393965073
VIX_calibrated,7,19,251,3.6938666121291314e-06,0.0014172933036630166,0.10590490249965148
VIX_calibrated,7,20,251,3.6213061933559676e-06,0.0013507837459281128,0.07168052529661575
VIX_calibrated,7,21,251,4.593297429426091e-06,0.0015212010238360042,0.07561359254200041
VIX_calibrated,7,22,251,6.999466118343799e-06,0.0020124950979303045,0.10479953503609171
VIX_calibrated,8,1,251,0.0002526646510417603,0.012075824987467614,9507412.258556804
VIX_calibrated,8,2,251,0.00024596452854122293,0.012045401749637646,10144838.863674065
VIX_calibrated,8,3,251,0.00024374193040517045,0.012150091784312237,10459301.522861399
VIX_calibrated,8,4,251,0.0002432966371408553,0.012279329381033767,11303089.325215997
VIX_calibrated,8,5,251,0.00025052123276269955,0.01243577174522919,10741703.370728502
VIX_calibrated,8,6,251,0.00025769931218950104,0.012595198952053584,10401950.193640282
VIX_calibrated,8,7,251,0.0002632413354150332,0.012634157204454098,9596402.716403268
VIX_calibrated,8,8,251,0.0002696932484966313,0.012676934259070146,7943887.316776327
VIX_calibrated,8,9,251,0.00027796492942779163,0.012703716634253785,8210956.891711104
VIX_calibrated,8,10,251,0.00028692301246668065,0.01276837412928538,8201088.301681203
VIX_calibrated,8,11,251,0.0002940062266244758,0.012730069771716063,6296199.707492091
VIX_calibrated,8,12,251,0.0003008778308500758,0.012698451067067356,2888977.0029590917
VIX_calibrated,8,13,251,0.0003081964620997965,0.012679327068760937,1586825.597049053
VIX_calibrated,8,14,251,0.0003157742816365849,0.012626655429163927,1725721.488217691
VIX_calibrated,8,15,251,0.000322132506955767,0.012527604455653827,1361564.5543254777
VIX_calibrated,8,16,251,0.00032960958677720795,0.012423083873277922,535751.2092774065
VIX_calibrated,8,17,251,0.0003368989947423474,0.012273983701244133,1.0571947124521652
VIX_calibrated,8,18,251,0.00034679644230615277,0.012239953030196957,0.843381975264975
VIX_calibrated,8,19,251,0.0003601753306022399,0.012463336733836528,0.7694923346925722
VIX_calibrated,8,20,251,0.0003756539920701162,0.012863795036920856,0.7234511848804243
VIX_calibrated,8,21,251,0.0003911574073573138,0.013328930897058177,0.6766837297647917
VIX_calibrated,8,22,251,0.0004059524631194822,0.013928839906012432,0.6288444753848534
VIX_calibrated,9,1,252,0.0001567832154851896,0.00663154870434187,0.1767104030734319
VIX_calibrated,9,2,252,0.00014216063576581007,0.006238436767313013,0.16192194369345714
VIX_calibrated,9,3,252,0.00012721203957834256,0.005918505395051389,0.14950064759351583
VIX_calibrated,9,4,252,0.00011350207046993541,0.005641941573926286,0.13973651952074057
VIX_calibrated,9,5,252,0.00010022635998201348,0.00538382084302125,0.13202519832357348
VIX_calibrated,9,6,252,8.967738269760335e-05,0.005133224338033473,0.1266214274477792
VIX_calibrated,9,7,252,7.986392061888004e-05,0.004895855722626773,0.12194489094510061
VIX_calibrated,9,8,252,7.199856984080849e-05,0.004709021324604224,0.12011519829204628
VIX_calibrated,9,9,252,6.481600252366953e-05,0.004547880460533145,0.11860677864455418
VIX_calibrated,9,10,252,5.847072186296921e-05,0.004410261689306933,0.11828425258911973
VIX_calibrated,9,11,252,5.271313771840813e-05,0.004336526307644633,0.11840691928199618
VIX_calibrated,9,12,252,4.7128993647606056e-05,0.004239656481162325,0.11797004552468587
VIX_calibrated,9,13,252,4.283672464515593e-05,0.004163266099132316,0.11926563199159881
VIX_calibrated,9,14,252,3.882711790014788e-05,0.004068681790231623,0.12179390782817176
VIX_calibrated,9,15,252,3.683779263085826e-05,0.00406408042031524,0.12589862269536756
VIX_calibrated,9,16,252,3.5504603545277115e-05,0.004091289764707081,0.13023642106746397
VIX_calibrated,9,17,252,3.6009317920805764e-05,0.00413888324303853,0.13642593779574433
VIX_calibrated,9,18,252,3.685381495560312e-05,0.00422486251823097,0.142973914191586
VIX_calibrated,9,19,252,3.844103960369469e-05,0.004341158456531539,0.1494895514615284
VIX_calibrated,9,20,252,4.0617719189662455e-05,0.004529497619004244,0.15706756959729812
VIX_calibrated,9,21,252,4.287272634750387e-05,0.004734128754560837,0.16303540108789447
VIX_calibrated,9,22,252,4.541266615721465e-05,0.00494905260046641,0.16937828399381852
VIX_calibrated,10,1,253,0.007760270324393191,0.03649480156761158,0.18935152714301307
VIX_calibrated,10,2,253,0.007315776312628689,0.03556157160537211,0.17659800295854858
VIX_calibrated,10,3,253,0.006975735820315275,0.03533126129381847,0.16961576419231686
VIX_calibrated,10,4,253,0.006702464818137387,0.03535000032877903,0.16836938539351048
VIX_calibrated,10,5,253,0.006527942721549439,0.03551149545977195,0.17407146441835009
VIX_calibrated,10,6,253,0.006406857115160143,0.035623492648163384,0.1864453690663599
VIX_calibrated,10,7,253,0.0063819844127537655,0.03572856923089214,0.20599728289648683
VIX_calibrated,10,8,253,0.006459742390239083,0.03582576978808074,0.23176034565297188
VIX_calibrated,10,9,253,0.006645352161962353,0.036115102354292404,0.26394472623170606
VIX_calibrated,10,10,253,0.006949742602228336,0.036633308981495145,0.30252914437057554
VIX_calibrated,10,11,253,0.007288928379516552,0.037475697556745576,0.34721064149732894
VIX_calibrated,10,12,253,0.007731665567544063,0.03856000098590969,0.4024509921622289
VIX_calibrated,10,13,253,0.008213405266403767,0.039510297994947874,0.46718987312394045
VIX_calibrated,10,14,253,0.00867211981890246,0.040277124517963274,0.5407711907920725
VIX_calibrated,10,15,253,0.009195675028474862,0.040960018028602635,0.6300874651733855
VIX_calibrated,10,16,253,0.009746473825903445,0.04165637932099013,0.7405289704593383
VIX_calibrated,10,17,253,0.0102996665728322,0.04242216591513234,0.8621945952162832
VIX_calibrated,10,18,253,0.010893853474246831,0.043135821376139465,0.9963421088472372
VIX_calibrated,10,19,253,0.01155218479981811,0.04417887033688689,1.1379492644098936
VIX_calibrated,10,20,253,0.012227991097766237,0.045171662996944716,1.2873706145674584
VIX_calibrated,10,21,253,0.012912053772319871,0.046288365390853424,1.4347349484342575
VIX_calibrated,10,22,253,0.013589251479379248,0.04763633116485465,1.5889292207936727
VIX_calibrated,11,1,252,8.675645045779997e-05,0.007429453602264529,0.1431430866090946
VIX_calibrated,11,2,252,8.326533757072532e-05,0.007307295716570541,0.13763296340520095
VIX_calibrated,11,3,252,8.124869068716163e-05,0.0071465101247749395,0.1336012566058851
VIX_calibrated,11,4,252,8.007511652503126e-05,0.007006416558670465,0.13081711773806992
VIX_calibrated,11,5,252,7.85529734970723e-05,0.006877067998213339,0.1283904131207651
VIX_calibrated,11,6,252,7.87355884759595e-05,0.006808875385530959,0.12698450816561063
VIX_calibrated,11,7,252,7.788818678582281e-05,0.00672995967671554,0.12571914573465942
VIX_calibrated,11,8,252,7.772343364512339e-05,0.006710316496452131,0.12535181309962223
VIX_calibrated,11,9,252,7.644429357091607e-05,0.006721096470135762,0.12489984214705908
VIX_calibrated,11,10,252,7.441380405624855e-05,0.006709924551261202,0.1241511171825605
VIX_calibrated,11,11,252,7.254716175161416e-05,0.0066316594685532065,0.1236443432147265
VIX_calibrated,11,12,252,7.11942417277796e-05,0.0066115044554865485,0.12407877059232147
VIX_calibrated,11,13,252,7.004243945959465e-05,0.006635015652460618,0.12483325974332729
VIX_calibrated,11,14,252,6.902591163622987e-05,0.006606027536620193,0.12587250697997912
VIX_calibrated,11,15,252,6.918204826748647e-05,0.006641245733717789,0.1287489052302589
VIX_calibrated,11,16,252,7.062793285518581e-05,0.006725376390995646,0.13285236614189483
VIX_calibrated,11,17,252,7.399166250867302e-05,0.006890933676784743,0.13902365878388093
VIX_calibrated,11,18,252,7.80726790932782e-05,0.007100005364588328,0.1462227932924038
VIX_calibrated,11,19,252,8.486212537400309e-05,0.007353167120645329,0.15528919961531343
VIX_calibrated,11,20,252,9.296352703851214e-05,0.007617281149727817,0.16514723617711452
VIX_calibrated,11,21,252,0.00010054707356698238,0.007821846589502005,0.17451624707987096
VIX_calibrated,11,22,252,0.00010877047514423685,0.007991887155545923,0.1840169273282147
VIX_calibrated,12,1,251,0.00026763186018693617,0.013253255848464261,0.09826618297760811
VIX_calibrated,12,2,251,0.00023958396436632418,0.012338576801662149,0.08544442122307573
VIX_calibrated,12,3,251,0.00021838834086627094,0.011548011015264715,0.0761915308099513
VIX_calibrated,12,4,251,0.00020245084835737436,0.011055475284846393,0.06939367569908642
VIX_calibrated,12,5,251,0.00019075812446026058,0.01066295496299715,0.06570621654950502
VIX_calibrated,12,6,251,0.00018175127627729636,0.010379385338250748,0.06308849138509288
VIX_calibrated,12,7,251,0.00017587610908780787,0.01019945590534523,0.062356798871154355
VIX_calibrated,12,8,251,0.0001732047086365606,0.010099969278443177,0.06314177045286497
VIX_calibrated,12,9,251,0.00017278298534033066,0.010013929251983552,0.06494858425649837
VIX_calibrated,12,10,251,0.00017533428391306767,0.009969969271725946,0.06772403199652076
VIX_calibrated,12,11,251,0.00017901564945499668,0.010173891915555962,0.07114583703031181
VIX_calibrated,12,12,251,0.0001869476483471549,0.010399844225684933,0.0762115548110009
VIX_calibrated,12,13,251,0.000198168790950091,0.010777515831912589,0.08347116908403283
VIX_calibrated,12,14,251,0.0002133647787327985,0.011324715267014937,0.0930701719718772
VIX_calibrated,12,15,251,0.00022991953998091833,0.011836774697130653,0.10264573401521586
VIX_calibrated,12,16,251,0.0002481858907889021,0.012423450431975834,0.11312454545361707
VIX_calibrated,12,17,251,0.00026958504240168435,0.013069309332197559,0.12508781893401508
VIX_calibrated,12,18,251,0.00029480407671931115,0.0137865830251109,0.13936876321055106
VIX_calibrated,12,19,251,0.00032534785807362846,0.014510171565190865,0.1568767051279142
VIX_calibrated,12,20,251,0.00036084877070427724,0.01536183480913311,0.1781192064344176
VIX_calibrated,12,21,251,0.0004044622811073418,0.01627760128077109,0.20600846432461503
VIX_calibrated,12,22,251,0.0004566002114373665,0.017395278644668406,0.24282747085638293
VIX_calibrated,13,1,250,3.3966982689431875e-05,0.004298007137426398,0.059581092250928946
VIX_calibrated,13,2,250,3.268243770148321e-05,0.00426834910696574,0.06431029591988052
VIX_calibrated,13,3,250,3.196126188543795e-05,0.004268581283724355,0.06919085520744074
VIX_calibrated,13,4,250,3.188306410798513e-05,0.004240680097628715,0.07530912410909772
VIX_calibrated,13,5,250,3.266736881019048e-05,0.004354162004763106,0.08148008197049625
VIX_calibrated,13,6,250,3.374732865255837e-05,0.004469434955043867,0.08723137242811213
VIX_calibrated,13,7,250,3.464816606983612e-05,0.004521358452297536,0.08973339413183845
VIX_calibrated,13,8,250,3.519458626646388e-05,0.004518968061280598,0.08929881400161631
VIX_calibrated,13,9,250,3.601798347085248e-05,0.004511196411264661,0.08645706593762757
VIX_calibrated,13,10,250,3.636526750508813e-05,0.004460548145563688,0.07915653119018483
VIX_calibrated,13,11,250,3.700095258715247e-05,0.004486494119708754,0.07300312254818586
VIX_calibrated,13,12,250,3.7690960544742615e-05,0.004496762886431653,0.0669751536241757
VIX_calibrated,13,13,250,3.811795687625948e-05,0.004451784138185804,0.06143573377400901
VIX_calibrated,13,14,250,3.8339724976864376e-05,0.004450533675021074,0.05799273001774821
VIX_calibrated,13,15,250,3.872560543712846e-05,0.004431423409904998,0.055746447983213626
VIX_calibrated,13,16,250,3.932047733119833e-05,0.004466257355725466,0.05512627385701457
VIX_calibrated,13,17,250,4.035632518586771e-05,0.004581947492684341,0.05696399398231166
VIX_calibrated,13,18,250,4.1661645291800835e-05,0.004685792503668231,0.06019307983087619
VIX_calibrated,13,19,250,4.311683991575076e-05,0.004837988320970285,0.06510073883704616
VIX_calibrated,13,20,250,4.5115257246556235e-05,0.005019298066032179,0.07158898524003869
VIX_calibrated,13,21,250,4.733466472058577e-05,0.005253363119373441,0.07896304730453776
VIX_calibrated,13,22,250,4.975686805104764e-05,0.0055237982258423916,0.08719793510199277
VIX_calibrated,14,1,252,0.000153708748643337,0.007801503371308745,0.3724624296332063
